id,name,description
works/96278,Air pollution: a first film,1971 film
works/75310,Mirror of Germany. No. 308,1980 film
works/78671,Are You a Racist,1986 film
works/68702,I am a nurse,1952 film
works/65501,Blossoms revived,1949 film by Krishna Gopal
works/72936,Snowdrift at Bleath Gill,1955 film by Kenneth J. Fairbairn
works/67833,Frequency curves,1948 film
works/80213,Jane Eyre. Part 1,1985 film by Julian Amyes
works/116995,The Capitol,APR 2008 film by Kim Montgomery
works/70089,Man is a builder,1964 film
works/116981,One World,2010 film
works/77036,Compilation: animal movie,1966 film
works/94295,ESPN Super bouts. Vol. 12,1981 film
works/116917,Glory and fame,SEP 2009 film
works/97182,The Little car,1972 film by Peter Boulton
works/79394,Badminton for Beginners,1984 film
works/86491,His mother's voice,1996 film by Dennis Tupicoff
works/94559,The Dreaming. Series 1,1995 film
works/66219,The Cold dawn,1954 film
works/95967,Your sleep and rest,1964 film
works/98219,Lungs,1982 film
works/117499,The Double day,1975 film
works/74772,Wild life paradise,1961 film by William M. Carty
works/89687,Pasturelands of the west: Somersetshire dairy-farming,1946 film by Mary Field
works/94563,The Dreaming. Series 5,2000 film
works/115852,Nous les Jericho,1968 film by Jacques Poitrenaud
works/102818,The Tenth Dancer,1993 film
works/109322,Testament of Orpheus,film
works/91385,Copper flashings and weatherings,1950 film
works/97154,Halftime,1976 film
works/64966,Ask an Australian about driving,1975 film by Kay Roberts
works/111263,The Toy,2006 film
works/119827,Evonne Goolagong Cawley crowns Ash Barty Australian Open champion,29 JAN 2022 film
works/86566,Mirror of Germany. No. 159,1968 film
works/96149,Australian diary. No. 007,1947 film
works/72560,Sculpture: the forms of life,1971 film
works/97975,Olympia: the film of the XI Olympic Games. Part II,1936 film by Leni Riefenstahl
works/75546,Boston: the art of a city,1974 film
works/80435,Joey: the autobiography of Joey Deacon,1974 film by Brian Gibson
works/71984,The Queen in Germany,1965 film
works/67426,The Fauves,1980 film
works/97328,The Fifties,1977 film
works/82138,Dreamtime this time dreamtime,1978 film
works/116575,A Journey to a new land,NOV 2007 film
works/79424,Hamlet,1980 film by Rodney Bennett
works/98772,Halley,1985 film
works/110548,Superheroes,2004 film
works/71096,On stage,1950 film by Ronald Dick
works/117550,Up marketing,1973 film
works/91736,France panorama.,1972 film
works/66551,The Cut of your job,1955 film
works/69713,Life with baby,1946 film
works/73392,Surf Beach,1965 film by Bern Gandy
works/65090,Australian,1967 film
works/88079,'round and 'round,1978 film by Barbara Greene
works/74534,"Wave velocities, dispersion and the omega beta diagram",1968 film
works/96055,Carp in a marsh,1970 film
works/73824,Man and his world: timber in Finland,1969 film
works/66029,Children learn from filmstrips,1963 film by Stanley Jackson
works/82443,The Break with tradition,1986 film by Leslie Ann Nathan
works/67211,Environment 1990,1976 film by Hugh Macdonald
works/90857,China clay,1947 film
works/74815,Witch doctor,1951 film
works/77796,Fabulous fifties,1983 film by Don McLennan
works/83339,The James Dean story: a different kind of motion picture,1990 film by Robert Altman
works/80061,Grace Kelly - the American Princess,1987 film
works/64609,Agriculture in Japan,1960 film
works/86347,Miracle at sea : the Tony Bullimore rescue,1997 film by Guy Norris
works/68035,Getting married,1969 film
works/119233,Big brawl of '36,2007 film
works/75196,Atomic juggernaut,1971 film by Eugene Boyko
works/80688,Handmaidens and battleaxes,1989 film by Rosalind Gillespie
works/108000,Ron Blaskett interview,film
works/75607,Urban landscape,1978 film
works/93438,Epilepsy in childhood,1995 film
works/81528,Floral tapestry,1990 film by Michael Edols
works/96944,Mouse-activated candle lighter,1972 film
works/71610,Plan for living,1949 film by Eric Thompson
works/86366,Sometimes I must speak out strongly,1997 film
works/65748,Can we please have that the right way round?,1976 film by Peter Robinson
works/96761,World of up close,1971 film
works/89638,Greening out,1999 film by Jacqueline Turnure
works/74129,Two wheeler,1976 film
works/115848,Raftsmen,1991 film by Yao Shougang
works/82166,Two laws. Part 4: Living with two laws,1981 film
works/65787,Capital county,1951 film by Cecil Musk
works/114313,Home,FEB 2007 film
works/73145,The Story of the St Lawrence Seaway,1959 film
works/70424,Mirror of Germany. No. 174,1969 film
works/82973,It's not easy,1990 film by Judy Rymer
works/75240,Am I normal?,1979 film
works/66424,Corot 1796-1875,1967 film by Roger Leenhardt
works/98474,The Transition tapes,1982 film
works/114240,Great falls,1998 film by Yves Stening
works/117437,Max's Farm,2013 film
works/71287,Over the top,1965 film
works/67041,The Egg of oryzias latipes,1963 film
works/74961,Wrestling fundamentals,1969 film
works/82971,The Jungle book,1942 film by Zoltan Korda
works/97051,Erosion of our land,1976 film by Conon Fraser
works/86008,Excimer laser surgery: patient information,1994 film
works/108927,Stop fruitfly,film
works/66533,The CSL veterinary story,1964 film by Barry Scott
works/67208,Enthronement of the Archbishop of York,1961 film
works/67012,Echoes in Freestone,1969 film by John M. Bale
works/80053,Great Railways Flying Scotsman,1981 film by Tony Wheeler
works/120194,"""War Pictures"": Australians at the Cinema 1914-1918",2015 film
works/94433,Carnival of souls,1962 film by Herk Harvey
works/79136,Sexually transmitted diseases,1982 film
works/98681,Reading on,1985 film by Stephen Skok
works/75029,Your children's ears,1945 film by Albert Pearl
works/67243,Ethiopian mosaic,1967 film
works/90251,The World parade: fascinating Yosemite,1940 film
works/89789,What's brewing?,1967 film
works/69450,Korochan: the little bear,1960 film by James Sage
works/67802,The Frazers of Cabot Cove,1948 film by Humphrey Swingler
works/117486,But names will never hurt,1973 film
works/69741,Limon's legacy,1975 film by George A. Dolney
works/78537,Public enemy no. 1,1951 film by Fred S Nieman
works/70418,The Miracle of Humpty Doo,1956 film
works/87711,This is me,1979 film by Ron Tunis
works/75512,Try to see it my way,1978 film by Peter Robinson
works/71549,Picasso the sculptor,1968 film by Roland Penrose
works/71457,People of the sea,1978 film
works/90321,Figurines: some works of David Swift,1965 film by Malcolm Wallhead
works/64760,And then there were four,1950 film by Frank Strayer
works/74817,With hand and heart,1960 film by Yang Seung Ryong
works/67418,Fashions in wool for '61,1961 film by Frank Land
works/66092,A Chord for voices,1976 film by Philip Robertson
works/75279,Voice of the forest,1961 film
works/91288,Pelican Island,1930 film
works/90772,Sexual harassment,1989 film
works/88997,An Hour from London,1950 film
works/74442,Wahgi,1969 film
works/80277,Guitar,film
works/90091,Principles of respiratory mechanics. Part II,1954 film by Rene Bras
works/99417,Platypus Man,1991 film by Kate Kennedy White
works/71744,"Poverty, chastity, obedience",1956 film
works/73542,Teacher behavior: an overview,1973 film by Phil Content
works/96171,Australian diary. No. 034,1950 film by Jack S. Allan
works/96977,Bernstein on Beethoven: a tribute,1971 film by Humphrey Burton
works/98057,Truman and the Cold War,1969 film
works/94970,Troubled minds: the lithium revolution,2004 film by Dennis K. Smith
works/86144,La Trobe Cottage,1966 film by John Kingsford-Smith
works/95408,My belle,1983 film by Peter Tammer
works/91284,"Map reading: Benalla, Wangaratta, Tungamah",film
works/98822,Peer pressure: nobody tells me what to do,1984 film
works/72858,"Sister, if you only knew",1975 film by Janet Isaac
works/75912,The Goddess and the moon man,1980 film
works/64898,Art and perception: learning to see,1970 film
works/73117,Sports challenge,1973 film by Judith Klein
works/84967,The Wiggles: The big red car,1995 film by Phillip Cullen
works/80373,Canoeing: The Basic Skills,film by Ed Brumby
works/96039,Early stone tools,1967 film by Clyde B Smith
works/97634,The Changing world of Charles Dickens,1969 film by John irvin
works/85773,The Apache Indian,1945 film
works/88707,The Fighting lady: a drama of the Pacific,1943 film
works/99098,Exercise green!,1983 film
works/80712,The Walrus and the carpenter,1978 film by Malcolm Spaull
works/96043,Bargemen on the Rhine,1970 film
works/94098,Isadora Duncan: movement from the soul,1988 film
works/87837,Family circles,1949 film by Morten Parker
works/95891,Travellers' tales: survey south,1964 film
works/90702,Sight and sound,1949 film
works/75511,"It's all right, it's only a customer",1973 film by Peter Robinson
works/86778,Wintersong,1976 film by Ben Low
works/114211,Home improvements,2003 film
works/110480,Rainbow connection,2006 film
works/110799,Imagine,2006 film
works/60992,Beluga fetch video,film
works/67226,Erosion,1948 film
works/66285,Communication case book,1967 film
works/75922,Gymnastics: Just about the best thing going,1980 film by Frank Heimans
works/64672,The all purpose any place any time parent-teacher interview: a nine point guide,1978 film by Brian Bergen
works/111152,My favorite place,MAY 2007 film
works/66409,Coral jungle,1969 film
works/68253,Guilty chimneys,1945 film by Gerard Bryant
works/68602,How effective is your reading?,1951 film
works/66144,A City reborn,1967 film by Peter Reinshagen
works/78234,The Magic Paintbrush,1983 film
works/99373,Catchment crisis: plight of the Wimmera Headwaters,1988 film
works/96898,Coal: the rock that burns,1976 film
works/111416,Adjusting and repairing the thermo expansion valve,1945 film by Frederick K Rockett
works/78790,All under heaven: life in a chinese village,1985 film
works/74718,Who is Victor Vasarely?,1968 film
works/67499,Make-up: aging and hair,1972 film by Tony De Zarraga
works/81610,Man Without Pigs,1990 film by Chris Owen
works/75137,The Parent crunch,1976 film
works/93529,Last call at Maud's,1993 film by Paris Poirer
works/65297,Beethoven and his music,1954 film
works/79776,Working with an Interpreter,film
works/110283,The Cows of Sudan,2005 film
works/85180,The Sandlot kids,1993 film by David Mickey Evans
works/67629,Flo and Marianna: a matter of language,1978 film by Linda Blagg
works/98392,You Can Do It Too!,1983 film by Diane O'Connor
works/82284,The Gay rock and roll years,1991 film by Shauna Brown
works/86232,A Collection of interactive work created by students,1997 film
works/118087,Gurrutu’mi Mala,2019 film
works/70454,Mirror of Germany. No. 205,1971 film
works/110269,What am I going to do when I grow up?,2006 film
works/72249,The Rise of nations in Europe,1955 film
works/82380,Oil painting for beginners with artist Val Osborn. Number 2,1989 film by Leigh Kidd
works/67297,The Explorer,1963 film by Tim Burstall
works/71895,Programmed learning,1970 film by Richard Need
works/66807,Discovering mood in music,1968 film by Bernard Wilets
works/64535,Adults as learners. No. 2,1968 film by Anthony Cash
works/96474,The Owl and the pussycat,1971 film
works/70698,The Voices of a string quartet,1957 film by Lee R. Bobker
works/107657,Film Excerpt: Blade Runner Spinners,1982 film by Ridley Scott
works/82153,London,1985 film by David McKenzie
works/73470,Taking blood pressure,1943 film
works/95722,Air links of the world. No. 6. Southern Cross route,1950 film
works/74237,Up front,1975 film by Frank J. Lisciandro
works/87668,Child's play and the real world,1974 film by James M. Smith
works/88582,The Ant and the dove,1962 film
works/65794,Captains three,1975 film by Yvan Dalain
works/88481,Knockout thrills,1949 film
works/67603,Five revolutionary painters: Van Gogh,1962 film
works/90751,Shadow on the prairie,1953 film by Roger Blais
works/85095,Identifying and dealing with job burnout,1995 film
works/74348,Viewpoint on Brisbane,1975 film by Barry Williams
works/98136,Helen Keller and her teacher,1969 film by Noah Keen
works/109732,Moom,2004 film
works/69013,Intravenous therapy techniques,1973 film
works/95231,The Pink Floyd and Syd Barrett story,2002 film by John Edington
works/92280,Like drowning,1998 film by Cath Murphy
works/84823,Studio and Location,1994 film
works/77035,Two songs by Dougie Young. Dread beat and blood,"1979 film by Franco Rosso, Michael Buckley"
works/117358,A Chance to travel,JUN 2011 film
works/90952,"A Day at sea: Sea Rangers, 1937. Pt. 1",1937 film
works/78000,Log house,1976 film
works/67891,Fundamental canoeing,1967 film by Norman Keziere
works/72224,Riches of the Veldt: South Africa,1948 film by Bill Colleran
works/69733,The Lighthouse,film
works/85810,The Carp,1980 film
works/65525,Bombay: gateway to India,1957 film
works/111100,SenseSurround Exhibition,film
works/114112,Slava Grigoryan,film
works/119757,Birth without knives,2004 film
works/67994,Geography of South America: the continent,1961 film
works/92290,Making multicultural Australia: a multimedia documentary,1999 film
works/71790,Pre-operative care,1943 film
works/86739,Twa corbies. Spring and winter,1951 film
works/93480,Die hard,1988 film by John McTiernan
works/84401,Intrusive igneous rocks,1992 film by Robert Lattanzio
works/117017,Princes Street Port Melbourne,MAR 2007 film
works/65542,Border weave,1941 film by John Curthoys
works/79442,Hockey-the Skills Revolution,1986 film by Scott McLennan
works/120311,Max floating to songs,02 JUN 2022 film
works/73178,Statistics and probability. No. 3,1972 film by Robert Clamp
works/67359,Faces of the city,1970 film by Malcolm Smith
works/108627,Restoration,1999 film by Cordelia Beresford
works/82477,Decoder,1992 film
works/108264,King of the Jews,2000 film
works/69852,Local 100,1950 film by Bernard Devlin
works/88984,Etoiles 3: Le Cafe des reves,1992 film by Roger Tonge
works/82423,Asthma in the under 5's,1992 film by Paul Roy
works/85163,Managing aggressive behaviour,1985 film by Tim Abbott
works/117603,Optimum,1965 film
works/83707,Trains remembered. - Volume 1.,1985 film
works/81875,The Amish: a people of preservation,1976 film
works/84412,Living with earth: the Loma Prieta Earthquake,1992 film by Robert Lattanzio
works/122443,NPC Livestreams,film
works/69422,Kip and David. Episode 09,1964 film
works/69506,The Laser: a light fantastic,1967 film by Peter Poor
works/108245,In My Gash,film
works/92311,Jake: today I became a man,2000 film by Stacey Foiles
works/73827,Timber town,1972 film by Oliver Howes
works/73038,Southern region,1962 film
works/75322,"Study of a 2,100 year old corpse",1974 film
works/111318,4000 frames,1970 film
works/86531,Mirror of Germany. No. 079,1961 film
works/78740,Insearch of viewable objects,1983 film by Jane Nicholls
works/108068,May day,1995 film
works/84273,Walk me to the water,1981 film by John Seakwood
works/73093,Sperm cell development in the grasshopper,1935 film
works/72704,The Sexton,1952 film
works/90022,Getting there: minimising stress - the final years at school,2000 film
works/98307,Dog watch,1982 film
works/69837,Living tomorrow. No. 146,1974 film
works/109407,Short band video,2004 film by Daniel von Sturmer
works/71521,Screen magazine. No. 22,1953 film
works/75627,Breakdown,1979 film by Ralph Strasser
works/108303,In the heart of the eye,film
works/69866,London's water supply,1967 film
works/82877,Blues for a red planet,1979 film by Adrian Malone
works/114370,My brother's birthday,APR 2011 film
works/88301,Small pond : funky frogs collect stamps,film
works/71325,Painting crowds of people,1956 film
works/80849,Living Ballarat: 1901-1941,1990 film by Chris Long
works/89873,The German language series. Part 1,1950 film by Herman J. Engel
works/74278,The Valley revisited,1963 film
works/68999,Interplanetary space,1968 film
works/74911,Working to a system,1968 film
works/76468,The Conductor. Pt. 2,1977 film by Milton Ingerson
works/65006,Ask an Australian about surfing,1975 film by Alex Ezard
works/96024,In the city,1966 film by Nandor Jenes
works/88787,Iwerre Atherrame: two paths,1998 film by Kwementyaye (David) Vadiveloo
works/96395,Properties of matter. Part 5. Surfaces,1967 film
works/90941,A True story of one man and his bark,1960 film by David Cobham
works/109294,AME installation,film
works/116652,When a fire comes to you,MAY 2009 film
works/84460,Venus and Mars,1994 film by David P. Stone
works/109581,Thrownness,2003 film
works/114133,Froggie's gone,2001 film
works/78570,The Sun shines over Lhasa,1975 film
works/110848,Joe's state of mind,2006 film
works/109383,How to kill your husband,2003 film
works/74336,Victorian cast iron,1971 film
works/94988,7 Days in September,2002 film by Steven Rosenbaum
works/86307,Migration: after eighteen months,1971 film
works/96506,The Juggler of Notre Dame,1969 film
works/82507,A Voyage round my father,1983 film by Alvin Rakoff
works/70117,Managing stress,1978 film by Stephen Judson
works/97357,To shoot a Mad Dog,1976 film by David Elfick
works/66428,The Australian Ballet - Corroboree,1951 film
works/74326,Veterans of the road,1952 film
works/77889,Growth,1973 film by Arthur Hammond
works/69600,Let battle commence,1960 film by John Daborn
works/82185,How to negotiate a great salary package,1990 film
works/70920,"No fences, no boundaries: Walter Burley Griffin",1976 film by Tristram Miall
works/96048,Deep sea trawler,1969 film
works/86706,Mirror of Germany. No. 148,1967 film
works/76363,Today in France,1977 film
works/117558,A world of structures,1973 film
works/73783,Three pirates bold,1955 film by Ilya Tolston
works/76232,Enchanted isles,1958 film
works/71950,"Public speaking, movement and gesture",1965 film
works/70984,The Nose has it,1942 film
works/88286,This is Tanganyika,1961 film
works/96119,TV training: sound in television,1968 film
works/69240,Jetobatics,1958 film
works/65425,Bill Tilden's advanced tennis,1946 film by Julian Peyser
works/92187,The Rock of love,1959 film by Rida Myassar
works/77791,The Big if,1981 film by Brent Walker Film Productions
works/74052,A Trumpet for the combo,1965 film by Morten Parker
works/111417,Adjusting pressure actuated temperature control devices,1945 film by Frederick K Rockett
works/96892,Swimming in the primary school,1972 film
works/96300,Taxi,1972 film by Greg Reading
works/98499,Running high: a story of pain and joy ...,1973 film by Gus Howard
works/110421,The City,2005 film
works/116472,La Cigale et la Fourmi,film
works/111163,My Grandfather TL,APR 2007 film
works/90581,Glimpses of Central India,film by S.N.S. Sastry
works/70906,The Nile in Egypt,1966 film
works/108079,The Albatross,1997 film by Wendy Tyrer
works/70400,Mineral exploration,1964 film
works/90366,Fire protection,1925 film
works/67440,Feminine fashions,1953 film by K Khandpur
works/78005,The War is over,1978 film by Rene Bonniere
works/77124,Business as Usual,film
works/78233,Fair go!,1984 film
works/67931,The Hen,1970 film by Michele Gandin
works/91573,Taps and toilets,2000 film
works/117337,The Boy who came in from the cold,APR 2011 film
works/88185,Pokemon: The Mystery of Mount Moon,1998 film
works/66598,Danish porcelain,1942 film by Gunnar Robert Hansen
works/68760,I'll go again,1977 film by Paul Cowan
works/96214,Australian diary. No. 087,1956 film by Jack S. Allan
works/116867,An Interview with Alfred Maskell,OCT 2009 film
works/78958,Bleeding,1988 film
works/117909,Spotlights: Rachel Perkins,2020 film
works/96104,Warkamu,1969 film
works/84094,Madeline's Christmas,1991 film by Stephen Martiniere
works/68526,Home care,1955 film by Joseph Wershba
works/71031,Obedience,1965 film
works/90710,The Rideau: Colonel By's peaceable waterway,1975 film by Marc Champion
works/97242,The Artist and his craft: woodblock printer,1968 film
works/97248,The Punter,1978 film by Ivan Gaal
works/71197,Opus 3: variations on a random structure,1966 film by Pierre Heberrt
works/89063,Summer interlude,1950 film by Arne Sucksdorff
works/114363,Every man for himself,APR 2011 film
works/88543,The Diminishing rain forest,1975 film by Ken Taylor
works/90913,"New Zealand's isles of romance - around Apia, Western Samoa",1939 film
works/91985,France panorama.,1971 film
works/77729,A Video Album,film
works/78063,The Eskimo: fight for life,1970 film by Robert Young
works/66204,Coal valley,1979 film by Conon Fraser
works/68911,Industrial Canada,1958 film by Guy L. Cote
works/114409,Miss Fisher's Murder Mysteries,2015 film
works/84505,Mabo myths,film
works/79437,You've Probably Saved His Life,1987 film by Karl McPhee
works/78424,It doesn't hurt to know,1986 film by Ted Robinson
works/78703,The New Games Video,film
works/94981,"The film ""Dogville"" as told in nine chapters and a prologue",2003 film by Lars Von Trier
works/83577,A Survey of acrylic techniques,1987 film
works/85755,Le-haut sur ces montagnes,1944 film by Jean Palardy
works/73720,This is Gibraltar,1957 film
works/98613,Inside radio,1980 film
works/91424,Spaced out sports,1970 film
works/72162,"Republic Day, 1955",1955 film
works/72889,Shadows on the snow,1945 film by Arne Sucksdorff
works/80337,Gorilla - Sharing a Closer Relationship,1978 film
works/77271,Two faces of group leadership: mobilizing managing,1981 film
works/66107,Cinderella on strings,1947 film
works/97172,The Traditional world of Islam: knowledge of the world,1976 film by Stephen Cross
works/85532,Go vegetarian,1995 film by Mal Hamilton
works/79969,Pantomime - Fairy Tale Theatre,film
works/89814,Down and out,1971 film
works/96870,Cold front,1972 film
works/87510,Bigger than Texas,1993 film by Mark Pugh
works/81336,The Migrant experience. Parts 3 and 4,1984 film
works/97035,Sam Smith: Genuine England,1976 film by Shaw Ashton
works/81829,The Christmas tree,1975 film by George Mendeluk
works/87349,Greg Norman: the complete golfer. Part II: the short game,1988 film by Terry Jastrow
works/67919,The Future makers,1968 film by R. Barrington-Scott
works/110190,To see hope,2005 film
works/89488,Armidale: provincial city,1958 film
works/90314,Drink no Longer Water,1970 film
works/84838,Looking up down under,1993 film
works/72742,She shall be called woman,1953 film by Gerard De Boe
works/74015,Trinity House,1942 film by John Eldridge
works/86939,The Housewife,1975 film by Cathy Bennett
works/75412,Leisure lines,1977 film by Terry Jennings
works/91346,The Circle,1967 film by Mort Ransen
works/73144,Attiuk,1960 film by Rene Bonniere
works/114435,A Visit to Australia's Great Barrier Reef,c. 1950s-1960s film
works/98615,Clockwork,1981 film by Eric Breitbart
works/90401,How to cook green vegetables,1945 film
works/73605,Tempo: Australia in the 70's,1971 film by Keith Gow
works/76789,Northern Territory Contact. No. 03,1981 film by Ian Walker
works/86187,Cecily,1974 film by Paula Reznickova
works/119822,Behind Billie Eilish’s Old Hollywood Met Gala Look | Vogue,film
works/75175,Experimental,1974 film by Robin Lehman
works/65930,Challenge: Tasmania,1971 film by Don Anderson
works/76417,Runner,1962 film by Don Owen
works/70974,Northern region,1963 film
works/65411,The Big mill,1963 film by Laurence Henson
works/74220,The Unlucky country,1967 film by Don Murray
works/85505,Microsoft's Cinemania 97,1996 film
works/114233,The Cellist,1985 film by Robert Marchand
works/65469,Bjorn Wiinblad,1969 film by Frank Paulsen
works/64833,Anzac: a nation's heritage,1965 film by Don Murray
works/90280,Hillary ventures south,1962 film
works/97771,"The Romans: life, laughter and laws",1971 film by Ian Brims
works/66164,A Class of your own,1965 film by Richard Need
works/70066,Male and female in plants and animals,1974 film
works/85017,Rio Bravo,1958 film by Howard Hawks
works/86532,Mirror of Germany. No. 075,1961 film
works/110794,Inside outside...inside out,2006 film
works/74711,Who cares about Jamie?,1963 film
works/78985,Christina Stead,1980 film by Haydn Keenan
works/64836,Aphids,1933 film
works/73401,Surgical dressings,1944 film
works/96681,The Birders,1975 film by David Morgan
works/68330,Harold and the purple crayon,1971 film by David Piel
works/90827,Review of the year 1950,1950 film
works/88155,Irania,1997 film by Kamran Ghajar
works/97070,A Visit to the Hsin Hua School in Peking,1976 film by Betty McAfee
works/89745,Report on Cyprus,1955 film
works/91884,"Convention of Yanmar Overseas Agents, 1964",1964 film
works/110422,Yue,2005 film
works/73133,The Sprint crawl,1963 film
works/99280,Goodbye war,1984 film by Donna Dudinsky
works/98941,Issues in education: the Victorian Certificate of Education,1986 film by Jeff Spencer
works/75338,Working agreement,1980 film by Keith Gow
works/77572,Child molestation: when to say no,1978 film
works/117221,Wake up call,NOV 2010 film
works/98301,Aspects of Central Place,1982 film by Eric Harrison
works/67073,Squirrel-cage rotor principles,1945 film
works/117026,For the love of...Lolo,JUL 2007 film
works/81864,"Health, mind and behavior",1989 film
works/80876,The Cell: a functioning structure. Pt. 2,1972 film by Steven Katten
works/72610,The Secretary's day,1947 film
works/98663,1984,1984 film
works/108595,Round up,1995 film by Rima Tamou
works/97244,Mahatma and the mad boy,1973 film by Ismail Merchant
works/70589,The Morning star painter,1979 film by Curtis Levy
works/113977,VFX in American Gods,2017-2021 film
works/91266,Life history of the mosquito aedes aegypti: carrier of yellow fever,1950 film
works/117058,Fire Woman and Tristan's Ascension: Bill Viola installation and interviews,04 OCT 2010 film
works/110271,Courage to change,2006 film
works/75259,"Context, concept and structure",1976 film
works/71431,Peer conducted behaviour modification,1970 film by Steven D McAdam
works/76271,Chicken soup,1973 film by Kenny Schneider
works/96495,Deep blue world,1973 film by Ken Rudolf
works/109705,Shadow,2004 film
works/98187,Herring gull behaviour,1967 film
works/69579,Legacy: Olympic National Park,1972 film
works/75434,The Big island,1970 film
works/76434,Drawing the line,1980 film by Ian Walker
works/78714,First mate,1985 film by Jane Karslake
works/72057,Rape: the right to resist,1975 film by Pat Shields
works/75221,The Fibre web,1963 film by Henry Cooper
works/95754,"French Canadians: the St Lawrence Lowland, Quebec",1949 film by J.H. Lenauer
works/79063,Family matters,1987 film by Robert Van der Vvyer
works/117183,Passing the baton on,AUG 2010 film
works/67475,Fighting forest fires with power pumps,1951 film by Lawrence Cherry
works/94796,The Clay circus,1973 film by Herman J. Engel
works/73560,Teaching your wings to fly,1978 film by Yasha Aginsky
works/80920,Discovering China and Tibet,1988 film by Ronald Meyer
works/84496,Photojournalism,1984 film
works/70982,Norwegian fisheries,1971 film
works/91919,The Nature of salt,1930 film
works/114350,Aborigines of the Sea Coast,1950 film by Charles P. Mountford
works/114155,This little pig went to market,1970 film
works/66166,The Classroom,1965 film by Tim Burstall
works/67221,Equal chances: equal opportunities,1976 film
works/119247,The money game,2007 film
works/77741,An Equal opportunity,1982 film by Caroline Leaf
works/65288,Becky,1972 film by Stuart Finley
works/73274,Stowaway. Part 1. Disease and personal hygiene,1948 film
works/108800,Sadness: a monologue by William Yang,1999 film by Tony Ayres
works/91106,Trans-Canada journey,1962 film by Graham Parker
works/65040,The Atom and archaeology,1974 film
works/70816,Neurological examination of the full term neonate,film by Peter Sisam
works/72943,So long to run,1978 film by Charles Lapp
works/110835,DDR Systems,2006 film
works/87682,The Novel and television,1973 film
works/99920,Into a World of Colour,film
works/76349,Mapandangare -the Great Baboon,1978 film
works/98763,"Testing, testing",1984 film
works/76898,Bogota: fragments of a city,1979 film by Jan-henk Kleijn
works/84321,Proofreading & editing skills: grammar and punctuation. Vol.2,film
works/100179,The sunflowers,2006 film
works/79401,Aerobics Down Under-Advanced,1984 film
works/97874,Build a better bag lunch,1981 film by Stephen Wallen
works/87219,Scotland: land of legends,1992 film
works/70670,Mount Gambier,1964 film
works/74168,Understanding color: color by addition,1965 film
works/85712,Endocrine glands,1940 film
works/65276,The Bear and it's relatives,1941 film
works/66272,Commonwealth Review. No. 04,1964 film
works/108680,How quest sought the truth,2001 film
works/86549,Mirror of Germany. No. 110,1963 film
works/117439,Soldier On,2013 film
works/95325,Piaf,1981 film by Gary Halvorson
works/92075,Driving home,1999 film by Susan Kim
works/65204,Ball handling in basketball,1946 film
works/82213,The Kimberley mob,1991 film by Graham Chase
works/98164,Clarence and Angel,1980 film by Robert Gardner
works/73249,The Story of printing,1948 film
works/76282,Living tomorrow. No. 111,1972 film
works/69574,Leaves,1946 film
works/71829,Principle of moments,1945 film by F.E. Brooker
works/80363,Big night out,1989 film
works/96434,The Painting ship,1970 film by Franz-Josef Spieker
works/108628,Satdee night,1973 film by Gillian Armstrong
works/110898,Space colony,2006 film
works/77248,Mirror of Germany. No. 333,1982 film
works/119202,The Making of Florence - Episode 3,film
works/76155,Tasmania's south west: a wilderness in question,1979 film by Damon Smith
works/64692,Alpha Omega,1962 film
works/81897,Man: the incredible machine,1976 film
works/82017,A Shame like Alice. Part 1,1983 film
works/65194,Baden Powell: chief scout of the world,1957 film
works/89397,Lamb: the story of the fat lamb industry in Australia,1950 film by James Pearson
works/82863,"Koorie culture, Koorie control",1992 film by Russell Porter
works/73698,Think twice,"1958 film by Norma Disher, Keith Gow, James Levy"
works/96475,Bakery beat,1966 film
works/95947,Television picture tube,1968 film
works/74859,Wood joints,1975 film by Joe Jayward
works/65180,The Axedale project,1966 film
works/76947,Smokers' Luck,film
works/78449,Starting your own business. Parts. 1-3,1982 film by Ron Tanner
works/109444,She swallowed the spider to catch the fly,1996 film
works/93357,A Horse's tale,1954 film
works/76368,Down to the sea,1973 film by Giles Walker
works/77409,The German scene. No. 339,1983 film
works/65796,The Car and the city,1972 film
works/66708,The Desert,1962 film
works/93348,Howdy Doody's Christmas,1951 film
works/98545,Animals see in many ways. - Rev. ed.,1980 film
works/98157,Creating with ceramics,1976 film
works/82839,Vietnam: the long road home,1989 film by Peter Corbett
works/68645,How to manage the boss,1977 film by Pare Lorentz Jr
works/78605,On the loose: three stories about leaving school,1984 film by Jane Oehr
works/121851,How AI sees me,07 DEC 2022 film
works/97015,The Catalysts,1978 film by Ron V. Brown
works/65652,Buddhism in China,1974 film
works/110847,Bluetack,2006 film
works/72423,Safe on the road,1970 film
works/72663,A Sense of the other,"1977 film by Dana H. Hodgdon, Frank Galati"
works/98753,Delegates,1977 film
works/77929,The Spirit moves: jazz dance from turn of the century 'til 1950,film
works/79145,Immigration: the waves that shaped Australia,1986 film by Paul Woolston-Smith
works/67709,For humanity,1963 film
works/76450,Protist behaviour,1975 film
works/71012,Nuclear reactor,1954 film
works/87658,Dickie bird: a bird's eye view of cricket,1998 film by Brian Klein
works/72479,Sarawak,1960 film by Osman Shamsudin
works/79019,Sendak,1986 film
works/65771,Cancer immunology,1977 film
works/64549,Adventures at day camp,1952 film by Walter S Stern
works/66928,Drilling a hole in a pin,1942 film
